dataset_slug	dataset	source_seed	source_config_id	best_epoch	val_rmse	selection_metric	checkpoint_path	morgan_variant
lincs_phase1	LINCS_phase1_level3_epsilon	17	lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed17_molholdout_h100_2x_bs4096_200epoch_lustre	198	0.62646157	Validation RMSE dataset/LINCS_phase1_level3_epsilon	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed17_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_e0553ae76d7decce/seed_17/checkpoints/epoch-epoch=0198.ckpt	morgan_fixed
lincs_phase2	LINCS_phase2_level3	17	lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed17_molholdout_h100_2x_bs4096_200epoch_lustre	30	0.49679539	Validation RMSE dataset/LINCS_phase2_level3	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed17_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_e0553ae76d7decce/seed_17/checkpoints/epoch-epoch=0030.ckpt	morgan_fixed
novartis	Novartis MoABox DRUG-seq	17	lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed17_molholdout_h100_2x_bs4096_200epoch_lustre	1	0.68938398	Validation RMSE dataset/Novartis MoABox DRUG-seq	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed17_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_e0553ae76d7decce/seed_17/checkpoints/epoch-epoch=0001.ckpt	morgan_fixed
op3	op3	17	lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed17_molholdout_h100_2x_bs4096_200epoch_lustre	17	0.47565281	Validation RMSE dataset/op3	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed17_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_e0553ae76d7decce/seed_17/checkpoints/epoch-epoch=0017.ckpt	morgan_fixed
sciplex	srivatsan20_sciplex3	17	lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed17_molholdout_h100_2x_bs4096_200epoch_lustre	66	0.62281233	Validation RMSE dataset/srivatsan20_sciplex3	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed17_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_e0553ae76d7decce/seed_17/checkpoints/epoch-epoch=0066.ckpt	morgan_fixed
tahoe100	tahoe100	17	lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed17_molholdout_h100_2x_bs4096_200epoch_lustre	14	0.73550552	Validation RMSE dataset/tahoe100	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed17_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_e0553ae76d7decce/seed_17/checkpoints/epoch-epoch=0014.ckpt	morgan_fixed
vcpi_0001	Ginkgo VCPI vcpi-0001 (tvc-bhr-009)	17	lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed17_molholdout_h100_2x_bs4096_200epoch_lustre	160	0.55368990	Validation RMSE dataset/Ginkgo VCPI vcpi-0001 (tvc-bhr-009)	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed17_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_e0553ae76d7decce/seed_17/checkpoints/epoch-epoch=0160.ckpt	morgan_fixed
vcpi_0002	Ginkgo VCPI vcpi-0002 (tvc-kdl-010)	17	lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed17_molholdout_h100_2x_bs4096_200epoch_lustre	14	0.71061683	Validation RMSE	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed17_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_e0553ae76d7decce/seed_17/checkpoints/epoch-epoch=0014.ckpt	morgan_fixed
cigs_mce	CIGS MCE	19	lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed19_molholdout_h100_2x_bs4096_200epoch_lustre	36	0.61707699	Validation RMSE dataset/CIGS MCE	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed19_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_e0553ae76d7decce/seed_19/checkpoints/epoch-epoch=0036.ckpt	morgan_fixed
cigs_tcm	CIGS TCM	19	lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed19_molholdout_h100_2x_bs4096_200epoch_lustre	69	0.40040189	Validation RMSE dataset/CIGS TCM	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed19_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_e0553ae76d7decce/seed_19/checkpoints/epoch-epoch=0069.ckpt	morgan_fixed
dilimap_train	dilimap_train	19	lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed19_molholdout_h100_2x_bs4096_200epoch_lustre	27	0.71069264	Validation RMSE	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed19_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_e0553ae76d7decce/seed_19/checkpoints/epoch-epoch=0027.ckpt	morgan_fixed
gdpx2	Ginkgo GDPx2	19	lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed19_molholdout_h100_2x_bs4096_200epoch_lustre	92	0.57601517	Validation RMSE dataset/Ginkgo GDPx2	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed19_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_e0553ae76d7decce/seed_19/checkpoints/epoch-epoch=0092.ckpt	morgan_fixed
lincs_phase1	LINCS_phase1_level3_epsilon	19	lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed19_molholdout_h100_2x_bs4096_200epoch_lustre	191	0.62262273	Validation RMSE dataset/LINCS_phase1_level3_epsilon	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed19_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_e0553ae76d7decce/seed_19/checkpoints/epoch-epoch=0191.ckpt	morgan_fixed
lincs_phase2	LINCS_phase2_level3	19	lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed19_molholdout_h100_2x_bs4096_200epoch_lustre	44	0.49704638	Validation RMSE dataset/LINCS_phase2_level3	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed19_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_e0553ae76d7decce/seed_19/checkpoints/epoch-epoch=0044.ckpt	morgan_fixed
novartis	Novartis MoABox DRUG-seq	19	lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed19_molholdout_h100_2x_bs4096_200epoch_lustre	2	0.68944716	Validation RMSE dataset/Novartis MoABox DRUG-seq	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed19_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_e0553ae76d7decce/seed_19/checkpoints/epoch-epoch=0002.ckpt	morgan_fixed
op3	op3	19	lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed19_molholdout_h100_2x_bs4096_200epoch_lustre	75	0.47546244	Validation RMSE dataset/op3	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed19_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_e0553ae76d7decce/seed_19/checkpoints/epoch-epoch=0075.ckpt	morgan_fixed
sciplex	srivatsan20_sciplex3	19	lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed19_molholdout_h100_2x_bs4096_200epoch_lustre	30	0.62498111	Validation RMSE dataset/srivatsan20_sciplex3	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed19_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_e0553ae76d7decce/seed_19/checkpoints/epoch-epoch=0030.ckpt	morgan_fixed
tahoe100	tahoe100	19	lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed19_molholdout_h100_2x_bs4096_200epoch_lustre	27	0.73562616	Validation RMSE dataset/tahoe100	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed19_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_e0553ae76d7decce/seed_19/checkpoints/epoch-epoch=0027.ckpt	morgan_fixed
vcpi_0001	Ginkgo VCPI vcpi-0001 (tvc-bhr-009)	19	lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed19_molholdout_h100_2x_bs4096_200epoch_lustre	160	0.55391479	Validation RMSE dataset/Ginkgo VCPI vcpi-0001 (tvc-bhr-009)	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed19_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_e0553ae76d7decce/seed_19/checkpoints/epoch-epoch=0160.ckpt	morgan_fixed
vcpi_0002	Ginkgo VCPI vcpi-0002 (tvc-kdl-010)	19	lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed19_molholdout_h100_2x_bs4096_200epoch_lustre	27	0.71069264	Validation RMSE	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed19_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_e0553ae76d7decce/seed_19/checkpoints/epoch-epoch=0027.ckpt	morgan_fixed
cigs_mce	CIGS MCE	23	lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed23_molholdout_h100_2x_bs4096_200epoch_lustre	32	0.61645222	Validation RMSE dataset/CIGS MCE	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed23_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_e0553ae76d7decce/seed_23/checkpoints/epoch-epoch=0032.ckpt	morgan_fixed
cigs_tcm	CIGS TCM	23	lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed23_molholdout_h100_2x_bs4096_200epoch_lustre	199	0.39972651	Validation RMSE dataset/CIGS TCM	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed23_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_e0553ae76d7decce/seed_23/checkpoints/epoch-epoch=0199.ckpt	morgan_fixed
dilimap_train	dilimap_train	23	lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed23_molholdout_h100_2x_bs4096_200epoch_lustre	45	0.71014720	Validation RMSE	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed23_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_e0553ae76d7decce/seed_23/checkpoints/epoch-epoch=0045.ckpt	morgan_fixed
gdpx2	Ginkgo GDPx2	23	lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed23_molholdout_h100_2x_bs4096_200epoch_lustre	79	0.57215458	Validation RMSE dataset/Ginkgo GDPx2	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed23_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_e0553ae76d7decce/seed_23/checkpoints/epoch-epoch=0079.ckpt	morgan_fixed
lincs_phase1	LINCS_phase1_level3_epsilon	23	lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed23_molholdout_h100_2x_bs4096_200epoch_lustre	133	0.61816984	Validation RMSE dataset/LINCS_phase1_level3_epsilon	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed23_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_e0553ae76d7decce/seed_23/checkpoints/epoch-epoch=0133.ckpt	morgan_fixed
lincs_phase2	LINCS_phase2_level3	23	lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed23_molholdout_h100_2x_bs4096_200epoch_lustre	90	0.49706072	Validation RMSE dataset/LINCS_phase2_level3	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed23_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_e0553ae76d7decce/seed_23/checkpoints/epoch-epoch=0090.ckpt	morgan_fixed
novartis	Novartis MoABox DRUG-seq	23	lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed23_molholdout_h100_2x_bs4096_200epoch_lustre	2	0.68947929	Validation RMSE dataset/Novartis MoABox DRUG-seq	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed23_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_e0553ae76d7decce/seed_23/checkpoints/epoch-epoch=0002.ckpt	morgan_fixed
op3	op3	23	lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed23_molholdout_h100_2x_bs4096_200epoch_lustre	199	0.47471067	Validation RMSE dataset/op3	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed23_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_e0553ae76d7decce/seed_23/checkpoints/epoch-epoch=0199.ckpt	morgan_fixed
sciplex	srivatsan20_sciplex3	23	lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed23_molholdout_h100_2x_bs4096_200epoch_lustre	21	0.62502229	Validation RMSE dataset/srivatsan20_sciplex3	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed23_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_e0553ae76d7decce/seed_23/checkpoints/epoch-epoch=0021.ckpt	morgan_fixed
tahoe100	tahoe100	23	lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed23_molholdout_h100_2x_bs4096_200epoch_lustre	45	0.73497093	Validation RMSE dataset/tahoe100	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed23_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_e0553ae76d7decce/seed_23/checkpoints/epoch-epoch=0045.ckpt	morgan_fixed
vcpi_0001	Ginkgo VCPI vcpi-0001 (tvc-bhr-009)	23	lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed23_molholdout_h100_2x_bs4096_200epoch_lustre	160	0.55374306	Validation RMSE dataset/Ginkgo VCPI vcpi-0001 (tvc-bhr-009)	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed23_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_e0553ae76d7decce/seed_23/checkpoints/epoch-epoch=0160.ckpt	morgan_fixed
vcpi_0002	Ginkgo VCPI vcpi-0002 (tvc-kdl-010)	23	lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed23_molholdout_h100_2x_bs4096_200epoch_lustre	45	0.71014720	Validation RMSE	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed23_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_e0553ae76d7decce/seed_23/checkpoints/epoch-epoch=0045.ckpt	morgan_fixed
cigs_mce	CIGS MCE	29	lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed29_molholdout_h100_2x_bs4096_200epoch_lustre	26	0.61650014	Validation RMSE dataset/CIGS MCE	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed29_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_e0553ae76d7decce/seed_29/checkpoints/epoch-epoch=0026.ckpt	morgan_fixed
cigs_tcm	CIGS TCM	29	lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed29_molholdout_h100_2x_bs4096_200epoch_lustre	121	0.40063035	Validation RMSE dataset/CIGS TCM	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed29_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_e0553ae76d7decce/seed_29/checkpoints/epoch-epoch=0121.ckpt	morgan_fixed
